epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,19939.6,1.63228,1.32957,0.0136,0.70033,0.65196,0.69305,0.34615,1.88827,1.30544,0.02704,0.000437668,0.000437668,0.000437668
88,20152.4,1.66313,1.3252,0.01368,0.69954,0.66718,0.69254,0.34365,1.9174,1.26876,0.0288,0.000432241,0.000432241,0.000432241
89,20383.4,1.63546,1.36543,0.01322,0.66515,0.64276,0.67054,0.3539,1.85566,1.26789,0.02689,0.000426796,0.000426796,0.000426796
90,20574.8,1.63495,1.31544,0.01341,0.69905,0.62771,0.6647,0.33778,1.9108,1.31412,0.0298,0.000421335,0.000421335,0.000421335
91,20758.8,1.64526,1.3009,0.01386,0.68844,0.64329,0.6647,0.33661,1.85669,1.27882,0.02718,0.000415859,0.000415859,0.000415859
92,20942.3,1.63326,1.29115,0.01315,0.67152,0.61983,0.66913,0.34073,1.8973,1.27456,0.02802,0.000410369,0.000410369,0.000410369
93,21125.9,1.64849,1.31995,0.01361,0.71509,0.68349,0.70745,0.3521,1.91786,1.25378,0.02749,0.000404867,0.000404867,0.000404867
94,21310,1.63345,1.28523,0.0134,0.7166,0.67505,0.70615,0.34682,1.90607,1.29869,0.02796,0.000399353,0.000399353,0.000399353
95,21494.7,1.61665,1.29192,0.01335,0.71967,0.6886,0.71977,0.36274,1.84439,1.2849,0.02669,0.000393831,0.000393831,0.000393831
96,21678.2,1.62523,1.26863,0.01341,0.63707,0.633,0.61425,0.31845,1.91409,1.32966,0.0276,0.0003883,0.0003883,0.0003883
97,21863,1.63946,1.30158,0.01378,0.56458,0.64425,0.61196,0.30485,1.87184,1.33418,0.02736,0.000382762,0.000382762,0.000382762
98,22045.4,1.58817,1.29633,0.01282,0.65703,0.64339,0.68745,0.34428,1.86212,1.31255,0.02635,0.000377219,0.000377219,0.000377219
99,22229.1,1.63393,1.29845,0.01298,0.63862,0.65581,0.65742,0.32717,1.89255,1.28332,0.02749,0.000371672,0.000371672,0.000371672
100,22414.5,1.60703,1.26808,0.01303,0.71395,0.66512,0.68678,0.3491,1.84926,1.27015,0.02573,0.000366121,0.000366121,0.000366121
101,22598.5,1.61583,1.278,0.01306,0.72697,0.67361,0.71187,0.36381,1.84883,1.24682,0.02614,0.00036057,0.00036057,0.00036057
102,22783.3,1.61653,1.24157,0.01311,0.68028,0.64536,0.68026,0.34519,1.88083,1.26636,0.0271,0.000355019,0.000355019,0.000355019
103,22965.5,1.57317,1.21336,0.01272,0.65572,0.65311,0.68702,0.3447,1.89714,1.30321,0.02758,0.000349468,0.000349468,0.000349468
104,23147.9,1.58313,1.20863,0.01284,0.68649,0.67386,0.70135,0.34968,1.86397,1.32848,0.02692,0.000343921,0.000343921,0.000343921
105,23331.2,1.58357,1.21942,0.0125,0.72831,0.59355,0.66781,0.34014,1.85272,1.27411,0.02684,0.000338378,0.000338378,0.000338378
106,23514.7,1.58493,1.17007,0.01294,0.6964,0.66094,0.69948,0.35636,1.87843,1.28393,0.02716,0.00033284,0.00033284,0.00033284
107,23698.6,1.60262,1.2357,0.01254,0.7106,0.6331,0.68865,0.34751,1.91144,1.29771,0.02786,0.000327309,0.000327309,0.000327309
108,23883.3,1.57698,1.19598,0.0125,0.65619,0.65315,0.66039,0.33087,1.90957,1.27502,0.02784,0.000321787,0.000321787,0.000321787
109,24066.6,1.57158,1.17433,0.01261,0.68436,0.65627,0.69307,0.35309,1.89321,1.26174,0.0273,0.000316273,0.000316273,0.000316273
110,24250,1.56255,1.16098,0.01248,0.64661,0.69457,0.69434,0.36183,1.83319,1.29985,0.02584,0.000310771,0.000310771,0.000310771
111,24432.7,1.57337,1.17935,0.01214,0.65661,0.67283,0.67929,0.34667,1.86523,1.31557,0.02659,0.000305281,0.000305281,0.000305281
112,24616.1,1.57827,1.19794,0.01235,0.67607,0.67664,0.67507,0.35706,1.83241,1.31682,0.02585,0.000299805,0.000299805,0.000299805
113,24801.9,1.58644,1.22982,0.01294,0.70467,0.66784,0.68862,0.35001,1.8896,1.28986,0.02714,0.000294344,0.000294344,0.000294344
114,24989.6,1.56286,1.1924,0.01253,0.69023,0.67324,0.68745,0.3551,1.83819,1.24763,0.02699,0.000288899,0.000288899,0.000288899
115,25173.7,1.55173,1.16037,0.01257,0.69614,0.6389,0.6822,0.34689,1.88819,1.28706,0.02748,0.000283472,0.000283472,0.000283472
116,25357.4,1.54667,1.18392,0.01214,0.65397,0.65929,0.66214,0.33944,1.86194,1.30117,0.0272,0.000278063,0.000278063,0.000278063
117,25541.2,1.56453,1.12216,0.01276,0.66666,0.6721,0.68416,0.34875,1.89442,1.29293,0.02735,0.000272676,0.000272676,0.000272676
118,25725.4,1.55375,1.12758,0.01233,0.67889,0.6706,0.68521,0.34994,1.87452,1.30006,0.02753,0.000267309,0.000267309,0.000267309
119,25910.6,1.54574,1.18276,0.01242,0.76094,0.58715,0.67429,0.34709,1.84787,1.3056,0.02643,0.000261966,0.000261966,0.000261966
120,26093.8,1.54275,1.13731,0.01204,0.65547,0.59825,0.65593,0.33768,1.88647,1.3297,0.02705,0.000256647,0.000256647,0.000256647
121,26277.4,1.53534,1.11257,0.01231,0.65282,0.64441,0.64567,0.34019,1.83985,1.30689,0.02646,0.000251354,0.000251354,0.000251354
122,26460.4,1.55742,1.13499,0.0124,0.66731,0.60059,0.63192,0.33364,1.86828,1.28851,0.02711,0.000246088,0.000246088,0.000246088
123,26643.3,1.54443,1.16301,0.01224,0.61324,0.63974,0.63539,0.33816,1.84864,1.36903,0.02704,0.00024085,0.00024085,0.00024085
124,26828,1.52686,1.13621,0.01206,0.61334,0.60478,0.619,0.31799,1.88039,1.33361,0.0276,0.000235641,0.000235641,0.000235641
125,27011.9,1.53052,1.14373,0.01207,0.67816,0.60817,0.63883,0.33292,1.86889,1.33234,0.02709,0.000230464,0.000230464,0.000230464
126,27196,1.52767,1.08879,0.01209,0.66888,0.66455,0.65633,0.33825,1.86804,1.28739,0.0269,0.000225318,0.000225318,0.000225318
127,27378.8,1.52011,1.09399,0.01218,0.73204,0.63436,0.69873,0.35509,1.85341,1.27645,0.02615,0.000220206,0.000220206,0.000220206
128,27562.2,1.53299,1.12925,0.01229,0.75159,0.61968,0.66381,0.33339,1.86925,1.28019,0.02652,0.000215128,0.000215128,0.000215128
129,27747.1,1.51738,1.0716,0.01171,0.67939,0.68297,0.68781,0.3458,1.88107,1.25225,0.02613,0.000210087,0.000210087,0.000210087
130,27930.1,1.51811,1.11859,0.01136,0.67582,0.6401,0.68409,0.34049,1.875,1.30794,0.0267,0.000205082,0.000205082,0.000205082
131,28113,1.48577,1.09342,0.01181,0.68496,0.6881,0.70399,0.34981,1.85326,1.26789,0.02596,0.000200116,0.000200116,0.000200116
